,tweets,likes,location
9161,"I'm so used to js that python looks like gibberish which one is ""is not NONE"" is js we say != null  python haba🥲🥲",1,abuja
9162,"The terrorist launched an attack with heavy gun fire on the military formation guarding the trenches in the area at about 6:45 pm, at the time Muslims were breaking their Ramadan fast. 

Support Our Troops",1,Abuja
9163,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0,"Abuja, Nigeria"
9164,"@kunlekay2002 @Saidu_im @ishbimir I dare you to show me the original clothes you have, I will send 50K if verified by the store.",0,"Abuja, Nigeria"
9165,@samson_physayor @ManLikeIcey But Bankers in Kubwa are professionals na https://t.co/udftn79FHw,3,"Abuja, Nigeria"
9166,"@OLUCHI_OGUIKE Lai Mohammed what is your source?

Lai: I no fit lie give una https://t.co/vTgc6AJHdq",0,"Abuja, Nigeria"
9167,"@myraandrews1 @AishaYesufu I am sure many in their ranks will be so unhappy with what Buhari and his cohorts has turned DSS to today. This is what you get when nepotism is inserted into everything. 

Everyone should learn to say the truth, if it was APC saying what Aisha said, I will still back it.",1,"Abuja, Nigeria"
9168,"@myraandrews1 @AishaYesufu If they have credible intelligence, they should act on it. Posting it online is even opposite of what they stand for and how they should operate in the first place. 

Did you see any tweet from them when APC people were threatening fire and brimstone before governorship election?",1,"Abuja, Nigeria"
9169,"@myraandrews1 @AishaYesufu ........What is their result? They take part in show of force with Police and Military before election but cannot get intel of violence that suppresses voters, maim and take life of many. 

Any criticism that DSS gets today is well deserved, it is not even about partisanship.",1,"Abuja, Nigeria"
9170,"@myraandrews1 @AishaYesufu Adaobi DSS serves at the pleasure of the President and by extension his party, you think they care about Nigerians and constitution? 

Their highlight throughout buhari's administration is to secretly arrest a boy that abused his wife. Insecurity in the East, and North.....",1,"Abuja, Nigeria"
9171,@a_nanzip this kin trenches no go sad ohh😌,1,@jos🇳🇬
9172,@_ziino_ @iamteecrownz @thatdammygirlie You dey package steady transaction be that,1,"Abuja, Nigeria"
9173,We were in the trenches.,1,"Abuja, Nigeria"
9174,@Ibreathe_nft Ife mi 🥺. You don't need to listen to James Arthur's songs Just make me your King Arthur and I'll protect that heart with all that I'm.,2,"Abuja, Nigeria"
9175,@iamteecrownz @thatdammygirlie Omo your Credit Score Low Oh,1,"Abuja, Nigeria"
9176,@thatdammygirlie Dey Play https://t.co/imCrJXdjaP,0,"Abuja, Nigeria"
9177,"@Odumodublvck_ @Mbahdeyforyou If Okporoko Music na Cult, we be Declan Guys. We plenty like we be Rice and if you do anyhow we kwack you like Declan Rice. 

#BigKala",8,"Abuja, Nigeria"
9178,@DidiBiggs Na we be  him fellows. We plenty like we be Rice and if you do anyhow we kwack you likeDeclan Rice.,0,"Abuja, Nigeria"
9179,@ahmadmj23 @alebiosu_thedev Aswr all these new gen tech ppl,0,abuja
9180,@alebiosu_thedev Omo e choke,0,abuja
9181,@JeLashea Na trenches I read 😂,0,"Abuja, Nigeria"
9182,@thedefiedge Sure✅,0,"Abuja, Nigeria"
9183,@itz_trenches Make i de up small,0,"Abuja, Nigeria"
9184,@Dehkunle @of_lzzy Omo this hits hard,0,"Abuja, Nigeria"
9185,"8/8 Draw on BETKING

This is how we leave trenches

Code &gt;&gt; FRNH7

No come ask me for SPORTYBET code o https://t.co/vCW3NShRIx",3,"Kubwa, Abuja Nigeria"
9186,Why she still dey trenches? 😂,0,"Abuja, Nigeria"
9187,@AbujaLagosBoy Trenches,0,"Abuja, Nigeria"
9188,"Was searching for a lazyloader package for react today,  couldn't find any i liked so i wrote one myself, then i finished all my self appointed tasks for the day in record time..I was quite pleased with myself..maybe we're really gonna make it out the trenches afterall",0,I live on the edge
9189,@fumzeeygold @itz_trenches Idris abdulkareem,0,Jos
9190,@KieraMistress Hi,0,abuja
9191,@The_Danny_prime Move out of trenches,0,"Jos, Nigeria"
9192,"The best way to move a huge percentage of people out of the trenches is to run a rollover of 10 odds 3 times, just 3 times.
@bossolamilekan1
@Ekitipikin
@FoluboiNg
@MistaFelix_
@metuchizzy
@HouseOfAmbers
@TalentedFBG
@LouieDi13
Even someone that starts with 1k will feel it. https://t.co/f6HCrIVBEI",4,"Kubwa, Abuja Nigeria"
9193,"Join me in experiencing the future of decentralization on the @Shardeum Sphinx betanet!    

Get 15 #SHM now: https://t.co/dTciHPPxL7    

My address is: 0x75404fe152420252909A66A2398e25e2f2C95f53",0,"Abuja, Nigeria"
9194,@FarArtGallery1 @RealJossyIbe @OfficialDSSNG For posting a video? Did he doctor it?? 😅,0,"Abuja, Nigeria"
9195,"@HisKnowledgeabl @OfficialDSSNG They probably feel he is joking, like their police counterparts; watch them lose whatever respect Nigerians have for them, just the way police, judiciary, and EFCC did, in the next couple of years.",5,"Abuja, Nigeria"
9196,@Ekitipikin @Ekitipikin and the rest dey use 100 naira comot boys from trenches. Because i no know where i wan see 6 million dey play game. Kudos to @Ekitipikin and co✌📌,0,"Abuja, Nigeria"
9197,@Solomon_Buchi Men whose penis cannot get erected for whatever reason deceiving church folks with celibacy only for their wives to discover after their wedding that the man they got married to is not just impotent but can’t even get erected.,0,"Abuja, Nigeria"
9198,"@OfficialDSSNG Please, @OfficialDSSNG so many needs to be questioned unless we gonna go back to trenches especially tweeter..... Obidient🤡 have made fake news trends so much that the gullible media and supposed stakeholders fall prey to most of them. Nigerians really needs ya help",0,"Abuja, Nigeria"
9199,"@Solomon_Buchi Did you read about a girl that got engaged in church and she’s even in the choir, few weeks to her wedding she had an accident and died instantly only for them to discover the dude is actually a man. The deception in this generation is scary bro",3,"Abuja, Nigeria"
9200,"So today I started a course on ai 
The first lecture was really interesting 
I learnt about search algorithms 
Algorithms like 
Depth first search
Breadth first search
Greedy best first search
A* search
Minimax algorithms 
Alphabeta pruning
Very interesting stuff",6,abuja
9201,@TheMahleek Left footed Anthony Elanga,0,"Abuja, Nigeria"
9202,@itsSh0la @officialEFCC please come and investigate these people,1,"Abuja, Nigeria"
9203,@Osas_ThePlug Ignore the werey,0,"Abuja, Nigeria"
9204,@a_nanzip Trenches wen get car? Issokay ooo 😩,1,"Abuja, Nigeria"
9205,@coco_002 I don think this thing ooo.... 😂😂 AEDC EKEDC IKEDC BEDC EEDC JEDC PHEDC una neva tell us una next move 😂😂,0,Abuja 
9206,@ZooSBFL @BlessingsDigha Her when angel Gabriel show her this tweet at heaven's gate. 😂😂 https://t.co/pW2IlnA1xf,1,"Abuja, Nigeria"
9207,"That party cannot get anything done successfully, utterly useless since OBJ left them.",1,"Abuja, Nigeria"
9208,@Ekitipikin Bookies weekend... Next week is ours 💪,0,Abuja 
9209,@concerned_NG1 @Sports_Doctor2 The PO effect is massive,1,"Abuja, Nigeria"
9210,"@currentiyke Yeah ! I've seen Alhaji Kalu from Abia State, there are many of them from Abakpa, Nike.",1,"Abuja, Nigeria"
9211,Back to trenches with trenches guy ⁦@lawunna_yilwada⁩ https://t.co/GrgPi8O2eU,62,"Jos, Nigeria"
9212,@Naija_PR Trenches got most talents,0,FCT
9213,"@metuchizzy The Trenches you see today  you shall see it no more....

If u believe fund make make we follow leave trenches together",0,Abuja F.C.T
9214,@metuchizzy YES. ONLY BIG ODDS. IF E MANAGE ENTER THEN OUT OF TRENCHES IT IS.,0,"Abuja, Nigeria."
9215,"@supremacykingof @iam_teecee @biodunalexa @Princemoye1 @chude__ @PoliceNG Not just that, he knows nothing will happen, his bosses are all into it.",1,"Abuja, Nigeria"
9216,@PeterPsquare Help your fellow obidient out of trenches me sef wan go bodo oyinbo @PeterPsquare https://t.co/BmFa7BFJ6r,0,Abuja
9217,@HouseOfAmbers @CHIZZY_BB @Ekitipikin @LouieDi13 @_spiriituaL Amber ọba edits 🙌,0,Abuja 
9218,@_Taaooma To ba je chocolate ni ṣi you will not hesitate 😂😂,0,Abuja 
9219,@TalentedFBG Mayor need see this one @Ekitipikin,0,Abuja 
9220,@Strictlyirene The smell of money,0,"Jos, Nigeria"
9221,"Ahhhah, wetin dey happen for here. Naso so ""dear Muslim brothers and sisters"" I just dey see. Na only wuna get brothers and sisters?. Abeg mk wuna free dis @bod_republic. Small cruise wuna don tag police and DSS , mk wuna tag tinubu na shey na wuna brothers and Sisters too..",0,"Jos, Nigeria"
9222,@juliethardt @Joeboi03,3,"Jos, Nigeria"
9223,Get Your $WAND Airdrop Now! APRs of up to 2250%!!! https://t.co/MxV5XgGOZX,1,"Abuja, Nigeria"
9224,@Strictlyirene @Joeboi03,1,"Jos, Nigeria"
9225,@Ziyechman Go trenches,0,"Abuja, Nigeria"
9226,@avrilamaka The richest and coolest catfish ever😎 https://t.co/TjReINJfGB,1,"Abuja, Nigeria"
9227,"@chude__ @PeterObi @SamAmadi @valentineozigbo @obyezeks @FrankNwekeII Welcome Back Fighter! We keep fighting, let's not relent till we have a better Nigerian Society.",0,"Abuja, Nigeria"
9228,"Na person arrest someone, na another person's henpon that has been getting hard for the past 24 hours over the matter. https://t.co/0F7QwfVEfp",0,"Abuja, Nigeria"
9229,"@DidiBiggs @chybxo @johnakadu1 The Armed Forces, DSS, EFCC, Judiciary, INEC, National Assembly, CBN, State Governors, the media, even Labour union leaders and so on. Everyone at that point will need one thing or the other from Mr President. No office/person in position of power is truly independent in Nigeria",18,"Abuja, Nigeria"
9230,"@DidiBiggs @chybxo @johnakadu1 Let me break this down my gentle brother, immediately he is sworn-in, he becomes the GCFR and automatically everything and everyone gets pulled under his office. You might think mBuhari was ineffective in terms of delivering good governance, but everyone was in his pocket........",15,"Abuja, Nigeria"
9231,"@DidiBiggs @chybxo @johnakadu1 Hand go touch GCFR 😂😂😂😂😂😂😂 even if it is a baby duck that becomes President, nothing fit touch am again. Power is concentrated in that seat o",29,"Abuja, Nigeria"
9232,@Odogwu_Nomso @ifygold21 😂😂😂😂😂😂😂😂 https://t.co/GfqbuoYkH2,9,"Abuja, Nigeria"
9233,"Your Cuban nah only for picture neh? We no deh see you wear am come trenches, hope no be wetin I deh think 🤔😂",1,"Abuja, Nigeria"
9234,@EdoFirstLady Lol 😒 https://t.co/oW05PLDHDZ,0,"Abuja, Nigeria"
9235,@Sikowitz17 Make i follow dey that trenches na boss 😁,0,"Jos, Nigeria"
9236,"These ones are back to start disturbing the TL, they disappeared before the governorship election.",0,"Abuja, Nigeria"
9237,@TheMiddleBorn @Joeboi03,5,"Jos, Nigeria"
9238,@juliethardt @Joeboi03,7,"Jos, Nigeria"
9239,@aystickz @Joeboi03,0,"Jos, Nigeria"
9240,@Strictlyirene @Joeboi03,18,"Jos, Nigeria"
9241,"@sifuahmaad You know the thing,? If I was actually a trust fund, I’d defo take you out of the trenches. You dey ride my penis well",0,Abuja
9242,@Ekitipikin Dem just send me go deeper inside trenches,0,Abuja
9243,"I can't stop crying 😭
This new option I saw on sportybet
73 odds 1 game spoilt it
The last game denied me my first Million oh God when will I leave this trenches 😪😪😪

@jayfund11 @joysucex_ @jeffre__ @TalentedFBG @Ekitipikin @Chommy0209 @Boochi_dgreat @Loveb3rds @MiviDa_Soft https://t.co/wFglOt8EcA",0,"Abuja, Nigeria"
9244,UPCOMING TRENCHES BABE,0,"Abuja, Nigeria"
9245,@victorosimhen9 @chukwueze_8 @alexiwobi @67Kelechi @Simon27Moses @Ahmedmusa718 @Ndidi25 @Alookman_ you guys should know that instead of removing me from trenches. Una send me more deeper. I won't forget it aswear 😭😭😭,0,Abuja
9246,"@calebyung Lesson: life begins with step, start small you will get there some day

Funny/trenches: Chair no get leg

The space is also use as bedroom, see mat, body cream",0,"Abuja, Nigeria"
9247,"Lead us not into temptation and deliver us from all evil 
Amen",0,"Abuja, Nigeria"
9248,"@Waspapping_ You dey fast, you jump into conclusion, just talk of your trenches not whole Nigeria,  we get here in Abuja.",1,"Abuja,  Nigeria"
9249,"@TheSonOfGeorge Lol it is the guys that tags him as if he is a serious fellow that are funny to me. He and Prince Ademuyiwa or whatever, bottom of the barrels.",0,"Abuja, Nigeria"
9250,"See @NGSuperEagles under @MBuhari and @OfficialAPCNg 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂

Whatever these clowns touch turn to dust.",0,"Abuja, Nigeria"
9251,"@SimoncoleB @isaac_obakpee @OfokaUgoo @Spotlight_Abby @fkeyamo @seunokin Many of them don't know what journalism should be about, they grew up watching Cyril Stober and AIT guys.",1,"Abuja, Nigeria"
9252,@_dinomelaye plain trenches 😂🤣 dino no be today own o https://t.co/bxKmZJ7qVw,0,"Nasarawa, Nigeria"
9253,"@GabriellaOkeke1 @naturalylifted @Tundexty1111 @Ekitipikin Depends on the person hustle.

But normally abj get trenches and high places.
Just choose ur own and live.",1,"Abuja, Nigeria"
9254,@Ekitipikin Na match you go watch Mayor focus 😂😂,0,Abuja 
9255,@realWOLATO E so kpe 😂😂,0,Abuja 
9256,"@Inyourbusinesss @Letter_to_Jack Nobody can explain, we just know it will affect the other states 🥱😅 https://t.co/7UmsObnJmf",1,"Abuja, Nigeria"
9257,I would like to see FFK in the trench. If EFCC costumers are now talking about trenches. What are they going to fight for. So bandits will be talking about their own trenches soon. Nigeria 🇳🇬 must be fixed whether by fire 🔥 or by force https://t.co/GHTMANmjwp,1,"Abuja, Nigeria"
9258,@yungp622_abdul @FabrizioRomano I will be waiting🥱✌️ https://t.co/3gZRuZfWwn,1,"Abuja, Nigeria"
9259,@manarlarh Back to trenches,2,"Abuja, Nigeria"
9260,"@Naseeem_666 @bolanleofjos I’m tied if being in the trenches, I’m gone",1,Behind The Scene 🌍 🇳🇬
9261,"@kingchi150 @_spiriituaL @PrinzJ484 @Mats4577 @MathewChidiho Una really dey feel entitled to person money ke?
@_spiriituaL you've been doing it big.... more grace Man 🙏",0,Abuja 
9262,@_spiriituaL @PrinzJ484 @Mats4577 @MathewChidiho Wisdom.... Make I jot down some points 🙌,0,Abuja 
9263,"What she ordered vs what she got
No pressure me 😂 https://t.co/eEs9tQVIMV",5,Abuja 
9264,"@Ekitipikin 2 million gan 🤔
Na money Ekiti dey call like this https://t.co/ftYQRMJsRc",0,Abuja 
9265,@Ekitipikin @Ekitipikin you just dey call this money like no. Imagination wan kill like this 😴 https://t.co/2AJ48U7EKl,0,Abuja 
9266,@sportingking365 @HouseOfAmbers @sportingking365 edit king,0,Abuja 
9267,"Tomorrow is Saturday… I should start looking at what the market have for us…. 50m is always possible…

I just want to help people out of the trenches 🤌🏾🤌🏾",9,"Abuja, Nigeria"
9268,@adityajha010 @EnzoEngine @FabrizioRomano Bayerlsea 😅,2,"Abuja, Nigeria"
9269,@yungp622_abdul @FabrizioRomano Lmao even Pep can't say this.,0,"Abuja, Nigeria"
9270,Our Idolo will be eating good😭😭😭😭😂,0,"Abuja, Nigeria"
9271,"@Chuks_Dave It must have started when the few started paying thugs to attack people who oppose them in their own party, when politics became do or die. Those who would rather rig election than focus on issues to convince electorates during their campaign. From local level to the top!",0,"Abuja, Nigeria"
9272,@dolapssss Awwww back to the trenches 😂🤭💀,0,"Abuja, Nigeria"
9273,"@ekom_victor 🤣🤣🤣🤣

The original sweet trenches",0,lafia
9274,@GistReel Be like Biggie level up trenches house,0,"Abuja, Nigeria"
9275,@rutie_xx Because light dey Gwags ba 🙄,0,Abuja 
9276,Would this have happened in a Nigerian court? Reflect on what you support and promote in this country.,0,"Abuja, Nigeria"
9277,@Timmyofdelta Another day in the Trenches 🙌🏾Grace locate me today,1,"Abuja, Nigeria"
9278,"@Chuks_Dave How many politicians have regular jobs? Many started as thugs, fraudsters and drug dealers.",0,"Abuja, Nigeria"
9279,@Spotlight_Abby It CORNfirms what we know about @abati1990,0,"Abuja, Nigeria"
9280,"@iam_teecee @biodunalexa @Princemoye1 @chude__ @PoliceNG In a peaceful manner🥱 Interpol no dey see this one, they are only interested in LP members. Expect something good to come from Nigeria police at your peril",0,"Abuja, Nigeria"
9281,@SimoncoleB @isaac_obakpee @OfokaUgoo @Spotlight_Abby @fkeyamo @seunokin Showing the world the whole truth irrespective of who's horse is gored is the hallmark of journalism. If Dele Giwa was like @seunokin he will probably be alive today but will less impact. Journalists should be voice &amp; ears of the voiceless. Politicians have gagged them over tjme.,2,"Abuja, Nigeria"
9282,"@SimoncoleB @isaac_obakpee @OfokaUgoo @Spotlight_Abby @fkeyamo @seunokin He doesn't know what he is saying. Does he know the number of journalist that has been killed over the years all over the world? He thinks they were killed by doing what @seunokin does on TV? Asking the difficult questions, having the difficult conversations.........",0,"Abuja, Nigeria"
9283,@Trenches_Boy1 @_spiriituaL @Omah_Lay @Wise0009 Dey play.,0,"Abuja, Nigeria"
9284,"Lmfao look at these demented clowns. Nor be only rain your fire. Tell you God to rain his fire on the poverty that has almost strangled you to death, first. Na hunger dey make you pray this prayer. Person wen don feed no dey pray trenches prayer 🤣",1,"Abuja, Nigeria"
9285,"E be like na today we go comot from trenches, 428 odds on fire 🔥 check out the game below 

10k to bag 4.2M 👉🏻 59F2487

Hey check out the bet I just placed on Sportybet! https://t.co/Iuy5hjmbaW",1,"Abuja, Nigeria"
9286,"All he's saying is: Since you already made it out of the trenches, it won't hurt if you enjoy the goodies out here while tolerating small bigotry pere. 

Report anyone enjoying the good of another land while exposing their countrymen to danger at home. Ndi uchu",7,"Abuja, Nigeria"
9287,"@jujupunter If legit no comot u from trenches 
No punter fit do am!!! Mark my words!!
Na only me know Watin I c❤️",4,Federal Capital Territory
9288,"@Chief_Konfam The entrance of Mpape is better than Mpape main village.
Mpape has a road linked to Kaduna.
Mpape has more than 5 communities.
Mpape is settlement for young hustling people that want to leave the trenches life.

Living in Mpape could be the better side, kantampe and Berger quarry",1,Abuja
9289,@sportingking365 We Dey leave trenches or stay?,1,"Jos, Nigeria"
9290,@OloriOfOloris The trenches 😂,0,"Abuja, Nigeria"
9291,Chelsea really let Tuchel go. Y’all gonna be in the trenches for a long time,0,"Abuja, Nigeria"
9292,@Strictlyirene @Joeboi03,2,"Jos, Nigeria"
9293,@TheMiddleBorn @Joeboi03,0,"Jos, Nigeria"
9294,@lumidee083 @EngineerTKM @Joeboi03,0,"Jos, Nigeria"
9295,@JamalPacman @EngineerTKM @Joeboi03,0,"Jos, Nigeria"
9296,Omo hunger wan Lee Mr. Peter obi follower. Obidient do something biko.,2,"Jos, Nigeria"
9297,@Ahmadnasidi8_ @EngineerTKM @Joeboi03,1,"Jos, Nigeria"
9298,@juliethardt @EngineerTKM @Joeboi03,0,"Jos, Nigeria"
9299,@symplymercee @dammy4trueluv Ment or malaria 😂,0,"Abuja, Nigeria"
9300,"@JaypeeGeneral @realkenokonkwo So if one win all 36 states of the federation and fail to get 25% votes of the FCT, he won’t be declared as the winner? 🤦🏿‍♂️ 😅MENT",0,"Abuja, Nigeria"
9301,"@a__vanita Normally, she suppose dy ment hospital.",0,"Abuja, Nigeria"
9302,@DanielRegha You dey ment,0,"Abuja, Nigeria"
9303,"@tbasejonz Na ment.

Person wey no get sense.",1,Nigeria
9304,@CynthiaIgobah @Excellosifo 🤣🤣🤣🤣Since everybody wan ment abi,0,"Abuja, Nigeria"
9305,@Asa_Odogwu1 normally u dey ment nau,0,"Abuja, Nigeria"
9306,@Themichaelllll That guy na ment🤣🤣,0,"Abuja, Nigeria"
9307,@hauwachukwu @unusualphyna Winner wey dey ment.🤣🤣🤣 What’s making her rant this evening again,0,"Kano, Nigeria"
9308,@AishaYesufu So @OfficialDSSNG should allow you burn the country cos you lost election? You dey ment,1,Abuja
9309,@calypso042 @ayofolamiii Lmao 🤣 this is ment,0,Abuja
9310,I have a color themed picnic tomorrow and I don’t have a dress /cloth in a color I picked 😂😂😂. Izz ment,1,"Abuja, Nigeria"
9311,@frankie_Wilies @channelstv You Dey ment... which unconstitutional? Election happen or e no happen ? Some of you no well mentally. Just full of emotion for someone who Dey deceive ona say e Dey live simple life on top lies.,1,"Abuja, Nigeria"
9312,@UsmanMustapha_M @The_Tomiwa Ment dey worry you boss. My supervisor is a seasoned feminist. She too critique my work😭😂,0,"Abuja, Nigeria"
9313,@Biggie228148 @adamugarba It's unfortunate the person that relayed the message never ment it in the context of your brilliant defence.,0,Abuja
9314,@GreatCheda @Haremu24 E dey ment boss😂,0,"Abuja, Nigeria"
9315,They made us do NIN and yet they can’t still identify bandits it’s now census that will help them. It’s government is ment,5,"Abuja, Nigeria"
9316,@callmeMEJE Ment😂,0,"Abuja, Nigeria"
9317,@omegahmamo2012 @Stepharny1 Serious ment o,4,"Abuja, Nigeria"
9318,@iamkeyzeeto I come dey think say na me dey ment😭,3,"Abuja, Nigeria"
9319,"For a mo #推特账号 ment it seemed that nothing came to him, that his power was completely gone 
#推特账号 https://t.co/7vYq8QgLsL",0,Abuja
9320,"@Unicorn_Vey @LifeOfNapaul It's the he's not too handsome part for me sef, she dey ment",2,"Abuja, Nigeria"
9321,@bebbanbur Definitely crack with a little ment-malaria.,1,"Abuja, Nigeria"
9322,"@Abiola__AA Omo, e ft ment rn 

How can you loose something that distract you from everything in life at the same time lose the one that will console and support you. 
This is why you need to live your live not on anyone making you happy or support you.",0,"Abuja, Nigeria"
9323,"For a mo #推特账号 ment they both were bathed in warmth and renewed strength as they stood hugging each other in the blinding snow 
#推特账号 https://t.co/t9vKoantFs",0,Abuja
9324,@bwoydynaelee @Sammybaby0077 @abayi_art @efe_wills @ETsehemba @SaharaReporters @davidombugadu23 You still wan drag my brother? Eyin people yii tin ment seh.,0,"Abuja, Nigeria"
9325,@jhilikeye Ment 🙄,0,Federal Capital Territory
9326,"@Realsamosky @NgLabour @OfficialPDPNig U dey ment I swear, fake account.....",0,"Nasarawa, Nigeria"
9327,@Adeyemiai0 Ment 😂,0,"Abuja, Nigeria"
9328,@IamDoctorFood Ment,1,"Abuja, Nigeria"
9329,Who the fuck is that girl in black? I want to beat her up so bad! TF? Where does she get off talking to her like that? Ment? I hate pick mes so bad!!! 🤮,1,"Abuja, Nigeria"
9330,@wolewalesfarm @demi_muse Lmao this guy dey ment😂😂,0,"Abuja, Nigeria"
9331,"Dear CJN
Your response to an accusation should be the weight of the law (Sue the gazette NG) not a video of you going to the Mosque.
Justices are Barely recorded except on official functions, so don't set your office up for online drags, it's ment for politicians.",6,"Jos, Nigeria"
9332,@thisisfilando Magixx I agree. Burna? You dey ment???,0,"Abuja, Nigeria"
9333,@Emeneks @WildChefHuman Probably ment vegetarian 😂,0,Abuja
9334,@inthemo_ment @ESPNUK Funny Kdb is better than Ozi in Falmouth all that you listed.,0,Abuja
9335,"Most forward players didn't play for the team.... everyone wanted to make headlines.... potential dey buy nahhhhh

Ndidi attacking and  iwobi defending in midfield.....ment",0,"Abuja, Nigeria"
9336,@Mbahdeyforyou 🤣🤣🤣🤣🤣🤣 Mbah. You don ment,0,"Maitama, Abuja"
9337,@_Daniels02 @thatdammygirlie @Starboy_Victor_ Ment?😂,1,"Abuja, Nigeria"
9338,@Hauwa_L Such an innocent face with lot of ment 😂😂💯,0,"Abuja, Nigeria"
9339,@Naija_Activist 🤣🤣🤣 una dey ment. Enjoy your folly.,0,"Abuja,Nigeria."
9340,"Must be ment.

It's heteros that love to have cheese in the dick caps and go days using only tissue paper to clean their asses.",11,"Abuja, Nigeria"
9341,@tunnex @_olufemiii Lmao person weh dey ment. 1 naira e no go see 😭. Make e go meet hin baby sister collect,0,Federal Capital Territory
9342,@blaaakussy @IgnisOyaji Lmfao...Ment? I wan recover the money.,0,"Abuja, Nigeria"
9343,"For a mo #推特账号 ment he thought how easy it would be to drop beside it himself, to let himself and Gabriel slide into the softness of snow, 
#推特账号 https://t.co/2s5iakX189",0,Abuja
9344,Has to be ment!😂 https://t.co/C9atFpGL0B,1,"Abuja, Nigeria"
9345,"@spavlov1332 @groovy_wolex Seriously, you're playing the race card cause of football when Egypt(Africa) is a 'cradle of civilization' that has contributed greatly to our present-day appreciation for math, science, and art. It must be ment. Ode",0,Abuja
9346,@_Ph2ndaughter Person wey dey ment 😂,1,"Abuja, Nigeria"
9347,"For a mo #推特账号 ment he thought how easy it would be to drop beside it himself, to let himself and Gabriel slide into the softness of snow, 
#推特账号 https://t.co/89zd8FnYoj",0,Abuja
9348,@S_kangmi Those guys over there dey Ment normal,0,"Jos, Nigeria"
9349,"For a mo #推特账号 ment he thought how easy it would be to drop beside it himself, to let himself and Gabriel slide into the softness of snow, 
#推特账号 https://t.co/1jCzKCVYsA",0,Abuja
9350,"Wait a minute, this man sent me to buy land and that’s all he asked me to do. Tell me why I never noticed that the seller has been hitting on me. I’m only just getting to understand how his mind is working ohooo. Ment.",0,"Abuja, Nigeria"
9351,@Wizebaba People wey dey ment😭,0,"Abuja, Nigeria"
9352,"@deji_atte @PoliceNG @chude__ Well if that's sort of validation ment that recently a senior judge got denied a Us Visa,then it's a welcomed development",0,"Abuja,Lokoja"
9353,"@ojay_obin Lol this has to be ment.
I'm efik, I eat dogs for breakfast.
Tell him to come chat to me, I want to drink his tears.",9,"Abuja, Nigeria"
9354,@StellamarisOloh they're saying that was then not anymore 🤣🤣 Normally shippers dey ment,3,Abuja
9355,Ment 😂😂 https://t.co/8KhLHnFRT4,2,Abuja
9356,"@meister_olowo @Daddyawongirls The guy dey ment. We don laugh am tire today. Make he commit road, Qataris dey come.",0,Federal Capital Territory
9357,@AmeyawBulldoc Ment,0,"Abuja, Nigeria"
9358,@Toriah__ Garri or ment Toriah?,0,"Abuja, Nigeria"
9359,@kk__kels Person weh dey ment. See how it was easy to tell she's the one,0,Federal Capital Territory
9360,You no read wetin you write before you submit? or na your normal ment de sup?,0,"Abuja, Nigeria"
9361,@Ingswayszn Someone winning u dey ment @_spiriituaL @jujupunter,0,"Abuja, Nigeria"
9362,@Darmiebaby Abi this one dey ment ni. Was it pedi u were meant to come for?,0,Federal Capital Territory
9363,@realgazakure Ment or malaria😂😂😂🤌🏻,0,"Abuja, Nigeria"
9364,@Saitama_chief @jujupunter Ment?,0,"Abuja, Nigeria"
9365,"It’s Called ‘Mental Health’ because if u don’t take care of it….omo u go 
Ment😂",0,"Abuja, Nigeria"
9366,"@MoghaluKingsley Hello, @gtbank_help  last week l made two different  pos pay ment to filling station. The transactions were not successful  yet l got  debited. please help",1,"Abuja, Nigeria"
9367,"@ruffydfire Abi this one dey ment nih? You stand with @AIT_Online. @ARISEtv sef never know their fate you go dey stand for person.
I no wan hear say do everything to fight for @ARISEtv oo.
Make Rivers just borrow Lagos Wike for a period of 2 weeks ahh.
Na that time you go like @jidesanwoolu",3,"Abuja, Nigeria"
9368,@_Omolabakebaby @Olawale_LA This one don ment,0,"Abuja, Nigeria"
9369,Ment?,0,"Abuja, Nigeria"
9370,@abati1990 Ground which Abuja? Una dey ment,0,Abuja
9371,"@Wizebaba @Waspapping_ 😂 
Una dey ment 

E be like. ""Oga no be you go tell me wetyn I go do""",1,"Abuja, Nigeria"
9372,What in the ment did I just watch,0,"Abuja, Nigeria"
9373,"@fkeyamo Please who will tell this lawyer that he has no brain, Your Lordship sir this lawyer they ment",0,"Abuja, Nigeria"
9374,@LadeAutos_20 Ment😂😂😂😂,0,Abuja
9375,@Catherineolat @PastorMarvy Please enlighten me on what he did wrong? Was his question out of place? Or are journalist ment to pamper you?,8,"Abuja, Nigeria"
9376,"@_chnge I just hope say na me don dey blind o
Cuz ment?",1,"Abuja, Nigeria"
9377,"@hannahmuktar Hahahahhaa.
The man Chimaroke is sha ment... Everyone supporting Atiku was blocked by him and that is evidence that he is a coward because strong men won't fear others opinion.
Some of us at that time did not even say anything bad to him.",1,"Jos, Nigeria"
9378,This guy dey ment 😹,0,Abuja
9379,When I no get spiritual assignment to spend 300k on food everyday. N.a. ment?,1,"Abuja, Nigeria"
