,tweets,likes,location
994,Goodnews,0,"Abuja, Nigeria"
995,"Good news, the system is back to life...

I think it just needed to rest...

We corntinue",0,"Abuja, Nigeria"
996,"@chude__ @PeterObi @SamAmadi @valentineozigbo @obyezeks @FrankNwekeII Wow...... it's good news to have you back to us dear brother. Thanks to everyone who made this POssible.

Thank you LORD JESUS 🙏",0,"Abuja, Nigeria"
997,Good news,0,"Abuja, Nigeria"
998,@multimeverse @ejiroiyeghe Good news,1,"Abuja, Nigeria"
999,@Louis_chii @2Oluoha @FS_Yusuf_ Be like na the who bar we go order . This is good news,1,Abuja Nigeria 
1000,@Mr_Kwaning Thank you so much. I’ll put all your tips to good use and someday I’ll revert back to you with goodnews!☺️🙏🏽,0,"Abuja, Nigeria"
1001,Good News! 💪💪👏,0,"Abuja, Nigeria"
1002,@valentineozigbo @Bedezeugo @chude__ @obyezeks Good news!,0,"Abuja, Nigeria"
1003,@sweetsixtien @PeterObi Good News!,0,"Abuja, Nigeria"
1004,@DavidHundeyin @chude__ Good news💪,0,"Jos, Nigeria"
1005,Good news 🙌🙌💃,1,"Abuja, Nigeria"
1006,@ngofthegoodlife NG... What's the good news?,0,"Abuja, Nigeria"
1007,"I'm so excited, this is goodnews....welcome back Nna @chude__",1,"Abuja, Nigeria"
1008,@MissPearls Goodnews,1,Federal Capital Territory
1009,"2 good news for me today.

1. Appeal court upholds Adeleke as Osun Governor.
2. Chude has finally been released.

Peter Obi.  Labour party",0,"Abuja, Nigeria"
1010,Breaking GOOD NEWS: CBN flood banks with naira notes https://t.co/Hj3FAk14Ka via @Latest News | Politics | Business | Entertainment | Technology,0,"Abuja, Nigeria"
1011,"If you thought the Storytelling Bootcamp in Nasarawa was awesome, we have good news for you!
Tomorrow, first-time voters in Lagos state will experience the Storytelling Bootcamp and we are ecstatic! Lagos are you ready?!🥳🕺
#NigeriaSCALE",2,"Abuja, Nigeria"
1012,@MuneerIb @jrnaib2 Good news,0,"Abuja, Nigeria"
1013,"@jrnaib2 Okay!
Good news",1,"Abuja, Nigeria"
1014,@TheNationNews Good news! Though I know say e dey pain una. E dey sweet us.,0,Abuja
1015,Goodnews!!,0,"Abuja, Nigeria"
1016,🥂 Good news! Congratulations again to the people of Osun state.,12,"Abuja, Nigeria"
1017,@PIDOMNIGERIA This is good news,3,Abuja
1018,@Blueofweb3 @Blueofweb3 On God. I await good news,0,"Abuja, Nigeria"
1019,@BolanleCole Good news!,0,"Abuja, Nigeria"
1020,"Bros Peter Gringory Obi I have a good news for you that your supporters will love. The Nigeria Super Eagles are playing today at the Abuja National Stadium. Looking forward to see you at the match to cheer our boys up.

Don't mind those telling you not to come. Leave petition.",3,Abuja
1021,Good news!,1,"Abuja, Nigeria"
1022,@vanguardngrnews Good news.,1,"Jos, Nigeria"
1023,"🔥GOOD NEWS IN THE HOUSE🔥
I'm super glad to announce that Drama Blast 4.0 2 weeks away! 
On the 7th of April 2023.

Tell a friend to tell another friend that RDM drama blast is already upon us.
Where would you be? Don't miss this encounter🔥

GOD IS SET! Are you ready??? https://t.co/fQTY5Vr3W2",3,"Abuja, nigeria"
1024,@abati1990 This is not a very good news,0,"Abuja, Nigeria"
1025,"To all who wish to be part of CPA AFFILIATE marketing, have got good news for you.
From on the 31st of March - 3rd April. You will be allowed to cheat us this time. That means instead of paying #50,000, you get to pay #35,000.",0,Abuja
1026,"Goodnews
Nigeria Air to begin operation before May 29 — Minister

https://t.co/N6OjQi6UoZ",2,Nigeria
1027,"God has given us this city! 
It is ours for the taken and we won’t take anything less. 

Fill everywhere with the goodnews: SLC is 4 years old! 
A little one has become a thousand and a small one, a strong nation. 

We have buses coming from every route. https://t.co/nX8IWdnrOz",26,"Abuja, Nigeria"
1028,"@triadDao @VitalikButerin Good news, Triad dao Favour us 📈✅",2,"Abuja, Nigeria"
1029,@IAmVanTheMan @KalbangAf How did u come about that? Seems like a matter of semantics here. The “gospel” means “goodnews”… the next question would be “goodnews about what?” Or “what good news?”,0,"Abuja, Nigeria"
1030,"Some good news about Nigeria. 

Sometimes we need to pay attention to the positive outliers in our country despite the obvious challenges starting our face.",2,"Minna, Nigeria"
1031,"🚨Good news

The best time to get started with @Upwork  is now! https://t.co/xllHwQtKOO",8,"Abuja, Nigeria"
1032,Waking up to good news for Bayern Munich,0,"Abuja, Nigeria"
1033,"@Naija_PR At least one good news
No to the LGBTQRSTUVWXYZ 🤣🤣🤣",2,"Abuja, Nigeria"
1034,@SxrgioSZN Good news but pls get better soon Viking,0,"Abuja, Nigeria"
1035,@nomzdube The goodnews is him and T are bed neighbors,8,"Abuja, Nigeria"
1036,@akpiri_goodnews @Debbybruno3 Make Ronaldo sef rig abi. FIFA president love Ronaldo pass Messi sef. Make he follow FIFA president talk,9,"Wuse zone 1, Abuja"
1037,Please we are waiting for the good news🙏I can’t wait to see my guy again 🥲,3,Abuja
1038,@centredevils @TelegraphDucker Good news 💆‍♂️,0,"Nasarawa, Nigeria"
1039,"@DamilolaAquila @whitenigerian Funny. They are trying their best just to push out ""good news"" about the President-Elect. Dey play",7,Abuja 
1040,"Some people rejected the salvation of God through Christ because they were were polygamous when the goodnews got to them, and down the line were told they would have to send their other wives away when they come to Christ.",4,"Abuja, Nigeria"
1041,That’s a good news.,0,"Abuja, Nigeria"
1042,"I choose the kingdom of God
I choose the kingdom of peace
I choose the kingdom of heavenly provisions. 
I accept the good news announce by the Angel.
Peace from God, I accept the God of peace .

#Peace 
#GckInCameroun 
#KumuyiSaid",0,Abuja
1043,@BolanleCole Good News for Ekiti PDP Engr. Segun Oni is coming then,0,"Abuja, Nigeria"
1044,"@SaharaReporters The good news is that Fani Kayode, a betrayer, like his father, will have their generation end with him,FFK... Since he has chosen bigotry over civility, His children who also have igbo mother, would never be allowed to amount to anything as far as Lagos is concerned ever 😂😂😂",0,"Abuja, Nigeria"
1045,@PO_GrassRootM @chude__ @obuzor6119 @akpakolawyer @KcUzoka @YunusaTanko Good news,1,"Abuja, Nigeria"
1046,"Good news! We at @brevityanderson are pleased to share this news from the Federal Executive Council of the Federal Republic of Nigeria re the Nigeria International Energy Summit 
#NIES2023 https://t.co/wEL130sK2L",2,"Abuja, Nigeria"
1047,@Naija_Activist Good news sir,1,Abuja
1048,@DavidHundeyin Good news ever. You want traffic on your handle abi? Let's go.,1,Abuja
1049,@EniyeAmeze This is actually a good news….they should arrest Peter obi first so them go understand wetin Dey really happen,2,"Abuja, Nigeria"
1050,@Naija_PR Good news,1,"Abuja,nigeria"
1051,"While the road ahead is long, the good news is that there's lot's happening in the space 💫

@WEF just launched the Global Future Council on the Future of the #CareEconomy, co-chaired by @reshmasaujani + Tim Allen @212adventures:

https://t.co/yPJSyfJX4j

#investmentsincare #sdg5",2,"Abuja, Nigeria"
1052,@RBiakpara @FS_Yusuf_ Good News,1,"Abuja, Nigeria"
1053,@protocolverse @Coredao_Org @Coredao_Devs Good news,0,"Minna, Nigeria"
1054,@Naija_PR Good news,0,"Abuja, Nigeria"
1055,@Naija_PR This is good news👏,0,Abuja
1056,@FAFONLU @waltersam583 @Yorubaness I currently do not have the facts to argue about the link between Christianity and colonialism but Yes I believe in Jesus. I believe the world was deep in pagan practices prior to the spread of the good news. I believe that through Jesus we are redeemed.,0,"Abuja,Nigeria"
1057,@yabaleftonline Good news ... I'm so happy right now... They thought its Nigeria? 😂😂😂😂😂,76,"Abuja, Nigeria"
1058,"Another good news, Miracle no dy tire Jesus",1,"Abuja, Nigeria"
1059,"@Dibriemmanuel_ @Naija_PR It's good news...
In Nigeria,, they would be strolling freely..
And moreover,, these are one of the leaders in this country that has brought hardship to the people",11,"Abuja, Nigeria"
1060,Good news  #TECNOxMTN,1,"Abuja, Nigeria"
1061,"Proverbs 28 and 29 in Goodnews Translation 😅
It’s so amazing how the teachings in the bible can be so relatable in our world today.",0,"Abuja, Nigeria"
1062,"@SkySportsPL Regrettably, even Man United fans world over are having their hearts in their mouths, right now!

We can't wait for that piece of good news of a final takeover!",0,Abuja - Nigeria
1063,"@DonaldJTrumpJr Good News, Trump Is coming #TrumpIsComing 💙",0,"Abuja, Nigeria"
1064,"@CHISOMJUDE2 @Nze_jaa Well everybody cannot be me bcoz I would have handle it as e Dey hot but do it ur way and make sure he never forget in a hurry, he must tell the good news to others!",0,"Abuja, Nigeria"
1065,"@is_salsu I Affirm 

Today is filled with GOOD NEWS. The calls, texting e-mail will finally come, Amen",0,"Abuja,nigeria"
1066,Good news . Keep us posted with outcomes,0,"Garki, Nigeria"
1067,"Quit making fun of people who, in your opinion, briefly transform during Ramadan. A clear road plan is lacking for beginning a spiritual journey. The good news is that they at least consider their actions and recognize that they are sinners. Do not judge them! Keep your mouth",84,Federal Capital Territory
1068,That's good news.,0,"Abuja, Nigeria"
1069,"GOOD NEWS IS COMING!
#WONDERSWITHOUTNUMBER",0,"Abuja, Nigeria"
1070,Finally some good news about this country😍,0,"Jos, Nigeria"
1071,"#dailyAYAJ

Let nobody lie to you, winning &amp; good news bros e sweet, either by hook,crook,book. Bros e get him own energy.

🌴⛈️🍃",0,Abuja 
1072,"Good News Is Coming!
#WondersWithoutNumber",0,"Abuja, Nigeria"
1073,"How can one not give good news to the believer with the doors of Paradise opening.

How can one not give good news to the sinful that the doors of the Hell fire have been closed.

How can one not give good news to the intelligent one with that the devils are shackled.

4/5",2,"Niger State, Minna"
1074,"From Abu Hurairah [رضي الله عنه] who said: The Messenger of Allāh[ﷺ] used to give good news to his Companions with the arrival of Ramadān, he would say:

“Indeed the month of Ramadān has arrived, a blessed month. Allāh has prescribed fasting for you. In this month the doors-
1/5 https://t.co/ZisMKWhvTb",12,"Niger State, Minna"
1075,"💙 Good News, I must say...",0,"Abuja, Nigeria"
1076,@GenJoshua55 @Yadah___ My eyes only sees good news 😂,0,"Abuja, Nigeria"
1077,"#Giveaways We Will Be Sharing 200,000 Tomorrow Morning On BC GAME 🎉🎉🎉

Good News Guys! With BC Game you can fund your account in Naira, stake in naira and also withdraw in naira.

I will continue our 5k - 50k in 2 bets On BC GAME, don’t sleep Sign up 👉 https://t.co/YZxDRVzIKI https://t.co/el3zaqPA7w",48,"Abuja, Nigeria"
1078,"Let me start by congratulating all our Executive and Legislative officers who have been declared winners of various Elections across the Country and are waiting to be sworn in to office. 

Sadly, there's no good news for you anywhere. You'd realize this as soon as you assume your",2,"Abuja & Makurdi, Nigeria"
1079,Good news,0,"Abuja, Nigeria "
1080,@akpiri_goodnews All of them oh including Havertz.,0,"Abuja, Nigeria🇳🇬"
1081,"lol isn’t God faithful, I was just low-key complaining that my life feels very stagnant and I haven’t gotten good news or progress on things I’ve been working on, just for the email to come in.",6,"Abuja, Nigeria"
1082,"@iEx_ec Good to learn that #iExec booth got popular at the #ParisBlockchainWeek.

This is a good news to us great fans of #RLC
#RLC #iExec",6,Abuja
1083,@Ozoadaz Good news 💃💃💃,0,Abuja
1084,@Realsamosky @NigBarAssoc Good news💃💃💃💃,2,Abuja
1085,@simonateba @realDonaldTrump Good news,0,Wuse2 Abuja
1086,"For Abia state, Lord we say thank You. May you help the man help the people achieve so much more. Let Aba be better and let good news come from them. May the people be ready to do the needful too.",1,"Abuja, Nigeria"
1087,@TribeDragonz @UkiyoNFT_ Good news every day,0,"Jos, Nigeria"
1088,@ThatIsokoLawyer Good news is not their area of interest.,2,"Abuja, Nigeria"
1089,Good News to make my evening. Congratulations Alex Otti! https://t.co/DkXyDNMVHu,2,"Abuja, Nigeria"
1090,"Have you heard the good news that school lunches are making a comeback?
The State of School Feeding Worldwide 2022 report has the latest data on the effectiveness of school meal programs. 

Supporting @NFoodbank ’s school feeding program will help more children return to school https://t.co/b0NFwVfa34",0,"Abuja, Nigeria"
1091,"@PIDOMNIGERIA @alexottiofr Wow, Congratulations, this is good news !",0,"Abuja, Nigeria"
1092,INEC begins collation of results in Abia State. Good news loading🔥 @alexottiofr is coming shortly 🔥 https://t.co/Iom3NwIqst,99,"Abuja, Nigeria"
1093,@Binyusuf90s @EbiraConnect @nahnah_ayeesha Because of you o. I don follow her...me na good news I wan hear o,2,"Abuja, Nigeria"
1094,@akpiri_goodnews And Chilwell,0,"Abuja, Nigeria"
1095,@onuoha_goodnews NOT someone who knows ball Sha I support players from different clubs out of my love for the game,0,Lalaland
1096,"The matter was contested by one of the foremost Lawyers. 

Chief Gani Fawehinmi, SAN represented Engineer Goodnews while Dr. Alex A. Izinyon SAN, represented Ibori. 

So, it’s not entirely conclusive that a prima facie case established, ends the matter.",0,"FCT Abuja, Nigeria"
1097,@sholawa Some good news to brighten my day.. Well done to him.,0,"Abuja, Nigeria"
1098,"💡 ADVOCACY STAGE

This final stage is when your brand audience has finally received the product or services from your brand and they love it.

They can become an advocate for the brand by sharing the brand's good news with their friends and families.",0,"Abuja, Nigeria"
1099,@iamAbode Wow! Good news,1,Abuja 
1100,@realsavanti @realsavanti  you are giving me goosebumps. Come with a good news then 😍,0,"Abuja, Nigeria"
1101,"@sethmillz This is a literal representation of waking up to goodnews 😊💃🏽
Congratulations My Gee 😌",1,"Abuja, Nigeria"
1102,@Reuters Sweet Good News.,6,Nigeria 
1103,@MkoTheComedian Wake up to good news🙏,0,"Abuja, Nigeria"
1104,@FabrizioRomano This is a very good news it will surely motivate him to do more,0,Abuja 
1105,"Good morning @DAMIADENUGA 
May today bring joy and happiness to and everyday of ur life 
Wake up to good news 🤗🤗
Have a great day
I have my daga pass sir🙏
@DAMIADENUGA 
I've never been part of ur blessings,but i believe today is my day",1,"Abuja, Nigeria"
1106,@blessed4ever_10 Good news,0,"Abuja, Nigeria"
1107,@blessed4ever_10 A very good news 👏👏,0,"Abuja, Nigeria"
1108,@ManUtdMEN Good news because we don't need you as owner. We need oil money please because we need the team to be reenforced,0,"Minna, Nigeria"
1109,"The good news of man's redemption at Christ's expense is the major activator of Grace.

As you step out today, consciously hold on to the true message of the gospel and let no situation of life snatch it from you because that is your ticket to enjoying God's manifold grace.",2,"Minna, Nigeria"
1110,"Beloved, your understanding of the gospel is strongly connected to the dimensions of grace you can activate in God. Your depth of knowledge of the good news of Christ defines the depth of Grace you can enjoy.",2,"Minna, Nigeria"
1111,"It was this sacrifice which He offered on the altar of the cross, that led to the birth of the good news known as the gospel.",2,"Minna, Nigeria"
1112,@DanielRegha But God made David a man after his heart a king to lead his people so being a Governor is not the good news called the Gosple or because one is religious he should not work wake up and tweet sense,0,Abuja Nigeria
1113,@Gwazavictoria Sorry dear…but congratulations on the good news 😋,0,"Abuja, Nigeria"
1114,@PoojaMedia They are setting up for greater things.. the best is yet to come.,0,"Abuja, Nigeria"
1115,"Nigeria will not break
Nigeria will not fail
Nigeria will succeed 

President Buhari will finish strong
President Tinubu will do great things 

The presidents after them will make Nigeria greater.",75,Abuja
1116,"Made a stop today at Talita cumin Orphanage home Abuja with one simple message. With chess, you can achieve greater things from any point in life. # winning child care initiative https://t.co/raoSXPqbQ6",0,"Abuja, Nigeria"
1117,@SaintAnosike @adamugarba Greater things take a longer time.,0,"Nasarawa, Nigeria"
1118,"Productivity Hack: Good things come to those who wait...
But greater things come to those who get up and make it happen!!!

#MakeItHappen
#productivityhack",2,"Abuja, Nigeria"
1119,"Looking for good stewards that will take care of greater things he wants to put in their hands. 
The Bible says 
He that is faithful in that which is least is faithful also in much: and he that is unjust in the least is unjust also in much. Luke 16:10
God won’t put that mantle,",3,"Abuja, Nigeria"
1120,"However, that should not be a barrier to extending kindness to people. 

Never forget, that every position in life is a spring board to greater things ahead. But ""with Greatness, comes Great Responsibilities."" Use that office well, and do not lose touch with your base.",0,"Abuja & Makurdi, Nigeria"
1121,"I believe it is time to pass the baton to a new and younger generation of campaigners who will continue from where we stopped and achieve even greater things than we, the pioneers of the #NotTooYoungToRun movement. https://t.co/12OZVfgRY4",23,Village Square
1122,"The smallness of unending political recriminations and willful economic sabotage must give way to accommodation &amp; the pursuit of loftierideals. 

There is a lot we can achieve through consensus and synergy. Our points of difference cannot be greater than the things that unite us",73,"Benue, Nigeria"
1123,@DipoSpeak And Allah use @ubasanius to answer our prayers in Kaduna. Congratulations @ubasanius may your time more greater things to Kaduna state,1,"Abuja, Nigeria "
1124,@angelgbemisola Unto greater things Nana ♥️,1,"Abuja, Nigeria"
1125,"You are seated at the right hand of the father and God has written greater things about you, therefore, ride on the wings of his love.

#RHOGIC
#GreaterOpenDoors
#GOD
#SundayCelebrationService https://t.co/Os6vHtKFeQ",3,"Abuja, Nigeria"
1126,"@ejmanipulerad @MrFilipeOrlando When it comes to pure talent and technique, even Ronaldinho beats Messi

I'm not saying Ronaldinho is greater I'm only saying certain things make players impossible to replicate. Messi = maradona though Messi was greater

As for Ronaldo, I'm still waiting for someone similar",0,"Abuja, Nigeria"
1127,@PoweiThompson What if the person you are voting is the greater evil..? We are taking all these things out of proportion,0,"Abuja, Nigeria"
1128,"@ifexchioma Congratulations @ifexchioma, A first class hons. From FUL is no joke.
May this be the beginning of greater things for you.",3,"Benue, Nigeria"
1129,@ireteeh May God bless you and give you the grace for greater things ahead,0,"Abuja, Nigeria"
1130,"@rev_yinkayusuf I and my family celebrate you specially
60 may be a great milestone but it is just the beginning of the greater things the Lord will manifest through your ministry

Thank you for all you did with &amp; for us prior to the election.
We celebrate you OBIdiently",0,Abuja
1131,"Ya Allah, the Mighty We asked you so many things but only You know what is best for us.Allow us more opportunity for greater things ahead,shower us withYour blessings.May you accept our prayers,supplication,deeds and grant us abundant blessings and good state of health.amin jk🕌 https://t.co/vnoRbgxcEc",1,Kaduna 
1132,"Greater things happen, but with patience",0,"Minna, Nigeria"
1133,@Onyeche_ We are winning a trophy on Sunday and that will be the beginning of greater things to come,0,Abuja Nigeria 
1134,"If we are faithful in little things, we will be entrusted with greater responsibilities. David proved faithful in caring for his father's sheep before being called to shepherd God's flock

@PeterObi has proof to be faithful he deserved my Vote as President. #NigeriaDecides2023 https://t.co/IVKFylBh1b",2,Nigeria
1135,@tolu_olorunyomi You will do greater things by God's help. I believe you!🤗♥️,2,"Jos, Nigeria"
1136,"@Khemee1 @yabaleftonline Dem dey same class
.
Greater things without understanding 😹😹",0,Federal Capital Territory
1137,"A positive mind achieves greater things and the faster you implement those things the faster it's accomplishment 
#boltexchange247
https://t.co/jte4khxMnx https://t.co/GxtCmuJC0j",1,Sell To Bolt
1138,Being able to succeed in small things is a path to greater success.,1,"Abuja, Nigeria, "
1139,@officialEFCC A lot of times we know these things but just because our late father knew no one or wasn't anybody in Nigeria we can't get these jobs. Yet we possibly are more passionate with greater zeal to serve this country than these lots ur organisation decide to slot in through back door.,1,Nigeria
1140,"Grace and Glory, may your name speak for you everyday of your life. May ds birthday be d beginning of greater things in your lives and in our family. 

Daddy, mummy and your Sibs loves u @ Nigeria https://t.co/q0FFji54tT",0,Ibadan 
1141,"Give yourself a permission to live a big life. Step into who you are meant to be, stop playing small, you're meant for greater things❤️ https://t.co/xrXhsCVMyY",3,"Federal Capital Territory, Nig"
1142,"Patience &amp; forgiveness are hard things to learn but when you master them, a whole new world is opened to you. May Allah make you greater than who you are, show u more ways than you know, uphold you stronger than you stand, make your future higher than today.",0,"Abuja, Nigeria"
1143,"2022 has really been a good year

How about 2023?

If you want it to be greater then you have to stop doing the things you did that stopped you from achieving that goal and START doing the thing that will make your 2023 a memorable one.

START NOW!",1,Connect with me
1144,"@Soulmedika We spiritualize things a lot in this country.
Why not look at it from the lens of her moving to a business area with more competitive advantage due to lesser supply and more demand for the uniqueness she brings as a Nigerian nurse.
Less supply with more demand means greater pay.",9,"Abuja, Nigeria"
1145,"Welcome to 2023!!!

Let’s do greater things in this year. Retweet if you are one of them…",10,Twitter NG
1146,@koko_herbert @whiskystan @obyezeks @NigeriaGov @NGRPresident @MBuhari Greater things ahead,0,"العاصمه, دولة الكويت"
1147,@stchuka @IamTheIroko Mr man I am not talking about money here when I say show love. There are many things greater than money,0,"Abuja, Nigeria"
1148,"Ya Allah! Accept our prayers, make what is coming better than what is on ground for us, open the doors of success, allow us more opportunity for greater things ahead, forgive us and grant us Paradise as our permanent home in the hereafter, Ameen. 

@B_ELRUFAI is coming 2023 https://t.co/RPLePuqmZA",0,"here,there & everywhere"
1149,Your dedication to spreading free knowledge globally is deeply appreciated. Let's work together to achieve even greater things in the future. https://t.co/YjVSN34bH1,2,"Malete, Nigeria"
1150,"Well... Extremely Well.🤩

Can't even wait to explore 2023 already.🚀 
Greater things await...☺️",0,"Ibadan, Oyo, Nigeria, Africa"
1151,"God of All Possibilities 💯
God of Credit Alert 💰 
God of Bigger and Greater Gift 🎁 
God of all human and good things ❤️ 
Abeg Babami 🤲🏽, locate me miraculously before December 25 2022 🗓. Amen 🙏",1,
1152,"Yesterday 7th of December 2022, I was called to the Nigerian Bar. 🥰

God did it!!
Cheers to greater things! 🥂 

⁃Faridah Abimbola Lawal Esq. ❤️ https://t.co/pvG83ciIck",227,"Osogbo, osun state "
1153,"@pede_eth Absolutely!

A four points hit home run, to spice things up, start a web3 business:

- An agency
- e-commerce store
- SaaS

This will better position you for greater opportunities.",3,⬇️ Build Your Audience
1154,"Happy birthday to @SwanSelected Sergio Ramos, @OgaNlaMedia ... Your best is yet to come. Please do enjoy today and may it mark the beginning of greater things in your life brother. https://t.co/rHepvcoF09",3,"Abuja, Nigeria"
1155,"@Mrpossidez Things happen for you, for your greater good.
Service to others improves you, keeps the world going.
Kindness isn't weakness, you never know what the person is going through.",0,"Abuja, Nigeria"
1156,@Arsenal Congratulations EDU! Greater things to be Achieved!,0,"Abuja, Nigeria"
1157,"O God of Jesus, 

It’s written in John 1:50 that because you have done greater things for me and tell me what I am I have believe in you and trust in you and you also said to me that you will show me greater things than what you tell me I am

O good Jesus let you love shine in me",1,"Federal Capital Territory, Nigeria"
1158,Some are like a launchpad to greater things..... https://t.co/kxVj0ZrES2,3,"Lagos, Nigeria"
1159,"When someone upsets you or makes you cry, don't plot revenge and say bad things, respond with a prayer. That will bring you greater peace.",0,
1160,"O Jesus, Verily, Verily, I pray in your name to give me the grace to do more greater things than you have do

Hear me O Jesus for this words I have speaketh in prayers come from your words and it’s written in John 14:12

Merciful God hear me for I am your Son in Jesus name 
Amen",0,"Federal Capital Territory, Nigeria"
1161,"the ambition of moving Nigeria football forward.

""There's no looser, everyone is a winner, all football stakeholders should throw their weight behind Ibrahim Gusau for greater things to happen in our football. All aspirants that lost during the election should join hands",1,Abuja
1162,"@Tunde_OD, one of my greatest moments is to see you ❤️ The world is fortunate to see you exploring greater things in a small place🙏",0,Nigeria
1163,Moving on to greater things this new week. The Rose Window Vocational and Management Training Program will activate the community advocacy gigs and we would take it a notch up. I will definitely be keeping everyone informed https://t.co/7YBN01fcmd,1,"Federal Capital Territory, Nig"
1164,"@deraa_xo Happy Birthday Dera🥳, hope this isn't coming in late, after all it's just day after 20th🎂.
Cheers to greater things 🥂",0,"Abuja, Nigeria"
1165,"@Amar_M_Tukur 😀 😀 😀 😀

Forget Greater o... It's just 2 good guys doing better things",0,Anywhere Vibes Dey
1166,"As this new month starts, may it be the start of greater things in your life. May the new month usher in another period of progress, good health, and happiness for you. Happy New Month 🌹",9,"ᴀʙᴜᴊᴀ | ᴏɴᴅᴏ, ɴɪɢᴇʀɪᴀ"
1167,"""We rise by lifting others""

But note, not every of the others want to be lifted, identify them and move on. 

They can be your greatest hindrance to greater things.",3,"Kaduna, Nigeria"
1168,"Happy Birthday to a wonderful lady
@_DammyB_ this is the beginning of greater things to come.
Here is to signing more deals &amp; more wins🥂

Thank you for all that you do. Loff you.",0,"Abuja, Nigeria"
1169,"Its not the only thing, nigerians are globally known for greater things.",0,"Federal Capital Territory, Nig"
1170,"Hey! Don’t forget your worth, Take up space, don’t be swayed, right where you are is exactly where you should be. Your present life is a story of greater things being worked out in you. May Lights guide you. ✨✨",8,"Abuja, Nigeria"
1171,"The hope you see here is the link to the  Glory of resurrection of Jesus Christ ....would you rather not serve God who said greater things you will do when he must have gone back to the father?

Now, He is alive and even for evermore!
#lfcgwarinpaabj
#FCT
#AbujaTwitterCommunity https://t.co/ehmVp7LBPR",1,Nigeria 
1172,"@folanski I'm going to ever give up even with no source of income, I'm optimistic greater things and opportunities are coming my way🙏",1,"Federal Capital Territory, Nig"
1173,Came to eat my 1500 dinner at @renaoabuja Money go soon come make I eat greater things https://t.co/kbSHhENlas,8,State House
1174,"My Leader Dada Olusegun, This Is Just The Beginning Of Greater Things For You. We Move For Greatness 

@DOlusegun
@TheresaTekenah
@teamdolusegun D.O 🙌 https://t.co/oSBKhCKqKn",5,Gusau
1175,"@renoomokri Especially this part of the country 
U will hear people saying am not working for my next of king that why most time we fill relaxed achieving greater things",2,"Federal Capital Territory, Nig"
1176,"When I was a child my mom used to tell me “ihe oma anaghi agwu agwu. She will add “ihe onye erighi taa, o rie ya echi!”That means I should not focus on getting rich quick or getting material things especially when I don’t have the means. Tomorrow brings even greater success!",276,Abuja
1177,"GOD USES BROKEN THINGS: 

From broken pieces, HE still makes a masterpiece.

It is the broken alabaster box that gives forth perfume. It is the broken Peter, weeping bitterly, who returns to greater power than ever.
It takes broken soil to produce a crop, broken clouds to give... https://t.co/xu2zHx1h0O",11,"Jos, Nigeria"
1178,Everyday someone new discovers the music. But things will be even greater. The music will find room in many more hearts around the world. I’m grateful for the things that I see. 🙏🏿❤️ https://t.co/hz8GyYxMcS,18,"coffee cup, ng"
1179,Happy anniversary Still I Rise Foundation.  Today marks the beginning of greater things 🥳🥳 #SIRFtotheworld #anniversary,2,"Abuja, Nigeria"
1180,"Happy new month guys. January was great but sadly, it's 365 days are over. Let's do greater things this February. Wishing y'all a great month ahead. 

Couture Re-publick Design @ Jos, Nigeria https://t.co/VNWgChIr9o",0,"Jos, Nigeria"
1181,@ihe69 Happy birthday son. Greater things shall u live to accomplish. Many happy returns.,1,
1182,May this year not pressure you...you shall be settled to do greater things in life ma'am. Happy birthday to a Great Woman! https://t.co/QxMVe5cjyT,1,🌎
1183,We are one people destined for greater things in life. https://t.co/gs54Nw4ehn,12,Minna
1184,"@SAMKLEF It’s Tems time to shine, it her breakthrough period and this is the beginning of greater things to come. She siding with #wizkid is the most wisest decision. Time is of #ESSENCE",0,"Abuja, Nigeria"
1185,"@Manic_XL Happy birthday chief. May this mark the beginning of greater things for you man.🙌🏾
Send dollars🌚",1,Classified
1186,@malitician Thank you.  The team will do greater things.,2,"Abuja, Nigeria"
1187,@_ROMASONIC @CoolFMAbuja Moving on to greater things,1,Abuja | Akwa Ibom| Calabar|
1188,"It is a brand new month.

A month to achieve good and greater things.

We believe greater things lie ahead of us as we begin the 2nd quarter of the year 2021.

Happy New Month! https://t.co/b83zPEs1JS",0,"Abuja, Nigeria"
1189,"Wow back to back trials 

Meaning greater things are are ahead 💌

On God",0,"Abuja, Nigeria"
1190,"Your Keen pulsating desire to achieve Greater things paved the way for this Extra ordinary Feat.

This is a big win for you Sirs.

Congratulations from all of us @AzmanAir 
Alh. Faisal Abdulmunaf (MD)
Alh Hadi Abdulmunaf (Accountable Manager) 

Get Ready for #AzmanAirBigDay https://t.co/bz0JWCrYeY",73,"Kano, Nigeria"
1191,@BankoleToba @GeoffreyOnyeama @jyrkipulkkinen Congrats. It's the dawn of greater things,1,Lagos
1192,Happy Birthday ononibanze. May today marks the beginning of greater things in your life.  @iam_mrbarry https://t.co/yYKxq6Y0UA,4,Abuja - Nigeria
1193,"Happy birthday big man 
Wishing you long life age greater things ahead. @Justfixme__",2,"Abuja, Nigeria"
1194,"@teamdeenkat May this day mark the beginning of greater things for your wife.
Happy birthday to her!",1,"Plateau, Borno, Adamawa "
1195,"@Sameeyahhh Pele, see them as opportunities for greater things and new beginnings. Stay positive",1,"2 Steps Left, 2 Steps Right!"
